title,brand,category,actual_price,discount_price,rating,rating_count
Smartphone with AMOLED Display,Mi,Monitor,1177,823.9,1.8,18554
Smartphone with AMOLED Display,JBL,Tablet,48653,44725,2.7,13996
Laptop with SSD Storage,Mi,Headphones,51867,47445,1.9,19405
Wireless Bluetooth Headphones,Samsung,Tablet,58213,56357,3.3,1185
Noise Cancelling Earbuds,Samsung,Laptop,2937,2055.9,2.5,3285
Android Tablet,HP,Laptop,73078,69819,2.8,3447
Gaming Laptop,JBL,Smartphone,42325,40123,3.1,10662
Noise Cancelling Earbuds,JBL,Smartwatch,29042,24351,1.8,4899
4K Action Camera,Sony,Smartphone,12131,7876,1.6,16060
Android Tablet,JBL,Tablet,47062,46468,4.5,1935
Android Tablet,Sony,Monitor,19130,16679,2.7,9445
High Resolution Monitor,HP,Headphones,55344,50456,2.6,9274
Wireless Bluetooth Headphones,HP,Camera,74248,71834,1.1,10335
Wireless Bluetooth Headphones,LG,Tablet,69502,68163,3,17669
Android Tablet,Samsung,Camera,37345,33530,3.2,8545
High Resolution Monitor,Mi,Laptop,71351,69426,3.2,7479
Gaming Laptop,Mi,Camera,26927,22449,3.8,5255
Android Tablet,Dell,Camera,15498,10761,1.7,18269
Smart Fitness Watch,Dell,Monitor,69821,68989,2,5062
Smartphone with AMOLED Display,Boat,Camera,29775,29186,4.2,7066
Smartphone with AMOLED Display,OnePlus,Tablet,19703,16871,4.8,10712
Noise Cancelling Earbuds,LG,Headphones,3981,1263,1.5,15991
4K Action Camera,Boat,Camera,42592,37828,3,3022
Smartphone with AMOLED Display,Boat,Speaker,5929,1942,1.9,1547
Portable Bluetooth Speaker,Apple,Camera,78114,75108,1.2,12210
Noise Cancelling Earbuds,Apple,Camera,8717,4945,2.3,4204
Smartphone with AMOLED Display,Boat,Smartphone,35065,31148,1.6,7590
4K Action Camera,JBL,Headphones,74799,72916,3.8,1368
Wireless Bluetooth Headphones,OnePlus,Tablet,56874,54678,3.1,11529
Wireless Bluetooth Headphones,LG,Laptop,27975,25755,1.6,18141
Gaming Laptop,Boat,Smartphone,72567,69126,1,15945
Android Tablet,Mi,Tablet,40863,39197,4.2,9709
Smart Fitness Watch,OnePlus,Smartwatch,11632,6965,1.7,13644
Wireless Bluetooth Headphones,Apple,Headphones,19477,18511,3.4,4917
High Resolution Monitor,Mi,Speaker,68747,63885,2.3,19868
Smartphone with AMOLED Display,Apple,Headphones,57404,54598,3.3,11877
High Resolution Monitor,Apple,Smartwatch,5251,3265,2.3,13224
4K Action Camera,OnePlus,Smartwatch,28633,24541,1.3,3052
Wireless Bluetooth Headphones,Apple,Smartwatch,21973,18832,1.9,8382
Smart Fitness Watch,HP,Monitor,41170,36465,1.8,17316
4K Action Camera,Samsung,Laptop,71401,70383,2.7,7240
Portable Bluetooth Speaker,HP,Camera,23121,19707,3.6,3238
Portable Bluetooth Speaker,Samsung,Headphones,25794,22541,2.1,10407
High Resolution Monitor,Dell,Tablet,74460,73521,1,565
Android Tablet,Dell,Monitor,1135,293,3.1,5558
Noise Cancelling Earbuds,Apple,Tablet,18946,15438,3.4,16375
Android Tablet,LG,Camera,77660,76629,4.9,17127
Gaming Laptop,LG,Camera,37635,34054,3.4,11103
Android Tablet,Samsung,Speaker,69651,66072,2.9,15174
Gaming Laptop,Mi,Smartwatch,2729,1878,3.3,8722
Gaming Laptop,OnePlus,Laptop,42250,42158,4.7,8753
Smart Fitness Watch,Apple,Speaker,60954,57555,4.3,5629
Wireless Bluetooth Headphones,OnePlus,Smartphone,68443,66616,2.3,6318
Smart Fitness Watch,HP,Monitor,77827,74576,1.9,301
Gaming Laptop,LG,Monitor,31399,31000,2.1,7506
4K Action Camera,JBL,Laptop,39685,38068,3,8701
Portable Bluetooth Speaker,HP,Camera,36219,35040,4,6962
Gaming Laptop,HP,Tablet,61082,58073,3,5429
Smart Fitness Watch,Samsung,Monitor,71416,67579,1.3,15866
4K Action Camera,Sony,Laptop,72890,71060,3.9,7248
Smart Fitness Watch,HP,Monitor,40687,40054,4.2,19829
Android Tablet,Apple,Monitor,16123,11546,2.2,2203
Smartphone with AMOLED Display,Boat,Smartwatch,46315,42888,3.7,19218
High Resolution Monitor,Boat,Smartphone,15639,12188,2.7,2479
Noise Cancelling Earbuds,Apple,Smartwatch,3791,556,4.6,10386
Smart Fitness Watch,Sony,Smartphone,1006,704.2,4.4,434
Noise Cancelling Earbuds,Sony,Monitor,16028,14816,3.1,10230
Laptop with SSD Storage,Samsung,Speaker,7297,6949,3.8,1706
Smart Fitness Watch,LG,Tablet,60708,57311,4.5,5725
Smartphone with AMOLED Display,OnePlus,Camera,58397,56408,3,18288
Noise Cancelling Earbuds,Sony,Monitor,38823,37985,2.3,3959
Gaming Laptop,JBL,Smartphone,25463,20468,4,14521
Smart Fitness Watch,Samsung,Smartphone,18018,15079,1.9,11143
Wireless Bluetooth Headphones,Dell,Smartphone,39919,38492,2.6,6825
High Resolution Monitor,Mi,Monitor,12426,10427,4.5,6347
Smartphone with AMOLED Display,Dell,Laptop,65226,61904,3.9,12841
Noise Cancelling Earbuds,Samsung,Speaker,40933,40006,2.6,2713
Smartphone with AMOLED Display,HP,Laptop,77954,74162,1.9,11561
4K Action Camera,OnePlus,Camera,3617,1990,2.4,12787
High Resolution Monitor,Mi,Monitor,45280,42091,2.1,6512
Gaming Laptop,Dell,Smartphone,44415,41873,1.7,10596
Smart Fitness Watch,Mi,Speaker,61946,59141,4,19930
Smart Fitness Watch,JBL,Speaker,43458,41505,2,15182
Smart Fitness Watch,JBL,Headphones,56263,54831,2.8,18687
High Resolution Monitor,JBL,Camera,47931,43641,2.5,3221
Wireless Bluetooth Headphones,Samsung,Tablet,49616,47244,4.9,1082
Laptop with SSD Storage,OnePlus,Tablet,59642,57036,2.6,8637
Portable Bluetooth Speaker,Samsung,Speaker,15804,13893,1.3,13123
Android Tablet,Boat,Monitor,68893,66977,1.4,13042
Noise Cancelling Earbuds,HP,Smartphone,26960,22863,3.4,14133
Wireless Bluetooth Headphones,HP,Smartphone,37496,34271,3.4,17976
Gaming Laptop,JBL,Speaker,66238,65090,2.7,5608
Noise Cancelling Earbuds,Boat,Laptop,8905,7121,2.7,5526
Smart Fitness Watch,Sony,Camera,57688,52975,1.2,6472
Smartphone with AMOLED Display,Sony,Smartphone,55801,52335,3.1,2775
Gaming Laptop,JBL,Speaker,53609,48933,3,15828
Noise Cancelling Earbuds,Dell,Smartphone,27343,26613,1.6,12008
Smart Fitness Watch,Samsung,Tablet,33935,31815,1.4,17974
Noise Cancelling Earbuds,JBL,Speaker,79615,74741,1.5,15055
Smartphone with AMOLED Display,LG,Camera,33432,31653,1.4,18615
Smart Fitness Watch,Mi,Speaker,15666,13425,3.4,5118
Laptop with SSD Storage,HP,Headphones,72407,71690,1.8,7960
Wireless Bluetooth Headphones,Sony,Speaker,62880,61218,2,17945
4K Action Camera,Apple,Speaker,58189,57459,1.7,12464
Android Tablet,Sony,Monitor,79853,78831,4.8,7596
High Resolution Monitor,HP,Tablet,39536,36640,4.4,7240
Android Tablet,Mi,Camera,4450,2268,1.9,4942
Gaming Laptop,HP,Monitor,19723,17210,2.3,19622
Android Tablet,Apple,Speaker,4437,1858,1.8,13536
Smart Fitness Watch,JBL,Camera,30292,27739,3,1600
Laptop with SSD Storage,Boat,Headphones,45221,40249,1.1,5700
4K Action Camera,Apple,Camera,79669,75227,3.7,6071
Wireless Bluetooth Headphones,HP,Smartphone,67217,63984,3.1,10248
Wireless Bluetooth Headphones,HP,Monitor,73990,69907,4.6,12523
Smartphone with AMOLED Display,LG,Camera,34535,31318,1.7,17093
High Resolution Monitor,LG,Tablet,79275,76228,4.2,19355
Noise Cancelling Earbuds,OnePlus,Headphones,19422,16145,4.2,17177
Laptop with SSD Storage,LG,Smartwatch,24256,22054,1.5,19483
Noise Cancelling Earbuds,Samsung,Speaker,64179,62401,2.6,11047
4K Action Camera,Boat,Camera,58860,56786,1.7,5765
Android Tablet,Mi,Speaker,68985,68606,2,26
Wireless Bluetooth Headphones,Apple,Laptop,24960,22424,2.1,6693
4K Action Camera,HP,Smartphone,1468,263,3.2,19485
Android Tablet,OnePlus,Monitor,45424,43484,2.6,6609
Wireless Bluetooth Headphones,OnePlus,Smartphone,36197,31670,4.8,9314
Android Tablet,Mi,Laptop,15332,13097,1.5,16258
High Resolution Monitor,Boat,Laptop,53097,48109,4.9,5309
Laptop with SSD Storage,Apple,Monitor,35594,33227,1.9,11
Gaming Laptop,Sony,Camera,44127,40456,4.1,15389
4K Action Camera,LG,Laptop,3816,2671.2,2.4,13671
4K Action Camera,JBL,Smartwatch,20051,17490,1.6,5774
Portable Bluetooth Speaker,OnePlus,Speaker,30673,30174,4.4,16563
Smart Fitness Watch,LG,Speaker,30570,29166,2.2,796
High Resolution Monitor,LG,Headphones,10686,9343,3.6,7279
High Resolution Monitor,Samsung,Tablet,65117,62602,3.3,7188
Noise Cancelling Earbuds,Boat,Laptop,65484,62332,2.9,2024
Android Tablet,JBL,Laptop,79993,78094,3,7666
Smart Fitness Watch,Sony,Smartwatch,38179,34954,3.9,3217
Laptop with SSD Storage,HP,Smartphone,49897,45566,1.4,6584
Laptop with SSD Storage,Samsung,Smartphone,39432,36183,3.7,5285
High Resolution Monitor,LG,Speaker,3926,2643,4.6,7370
Laptop with SSD Storage,LG,Speaker,77365,75878,1.2,17903
Portable Bluetooth Speaker,Dell,Camera,55690,52288,1.6,6856
4K Action Camera,JBL,Monitor,16945,12865,3.9,2432
Smartphone with AMOLED Display,JBL,Tablet,54444,54142,2.7,4866
Gaming Laptop,Dell,Smartwatch,13682,13614,2.6,13566
Noise Cancelling Earbuds,JBL,Monitor,4325,1516,1.5,5054
Android Tablet,LG,Monitor,43526,43254,3,9108
Gaming Laptop,OnePlus,Headphones,79680,79628,1.5,18454
Android Tablet,Apple,Monitor,70011,68702,2.9,1781
Wireless Bluetooth Headphones,LG,Headphones,75010,70011,4.1,17900
Gaming Laptop,Samsung,Monitor,3743,2620.1,2,11062
Smartphone with AMOLED Display,Boat,Smartwatch,21695,17051,2.9,11774
High Resolution Monitor,Dell,Headphones,11025,8407,5,15958
Portable Bluetooth Speaker,Sony,Smartphone,33761,31826,3.7,19674
4K Action Camera,HP,Headphones,41415,40066,4.4,9638
4K Action Camera,Sony,Headphones,79857,77469,2.7,1379
Portable Bluetooth Speaker,LG,Smartwatch,71560,70434,4.1,9675
Smart Fitness Watch,Samsung,Smartwatch,28990,25182,1.2,10266
Wireless Bluetooth Headphones,LG,Headphones,1707,1194.9,1.5,17184
Android Tablet,Boat,Tablet,73868,69008,1.8,15195
Smartphone with AMOLED Display,OnePlus,Laptop,58860,57863,2.6,10929
Laptop with SSD Storage,HP,Tablet,47640,43852,4.4,5267
Gaming Laptop,Boat,Smartwatch,18094,15313,2.4,19879
Wireless Bluetooth Headphones,Dell,Tablet,20181,16124,3.6,3257
Gaming Laptop,Dell,Tablet,50003,49084,3.8,12069
Smartphone with AMOLED Display,LG,Camera,44654,44511,3.3,981
Noise Cancelling Earbuds,Samsung,Camera,78762,75725,2.4,10668
Noise Cancelling Earbuds,Boat,Smartphone,14690,9985,3.3,18472
Wireless Bluetooth Headphones,Mi,Monitor,27607,25782,2.4,19336
High Resolution Monitor,Samsung,Headphones,24802,22492,1.3,11656
Smartphone with AMOLED Display,OnePlus,Laptop,22786,22301,5,18510
Smartphone with AMOLED Display,Dell,Smartphone,38558,33561,1.5,8063
Portable Bluetooth Speaker,LG,Headphones,58016,53666,1.3,18975
High Resolution Monitor,JBL,Tablet,11048,7854,4.5,9665
Android Tablet,Dell,Smartwatch,63085,59448,2.2,19706
Android Tablet,HP,Camera,76350,76224,3.6,6437
Laptop with SSD Storage,Apple,Speaker,23038,22173,2.3,10375
4K Action Camera,JBL,Laptop,74531,73714,2.6,2861
Noise Cancelling Earbuds,LG,Tablet,73906,70171,2,12842
Android Tablet,Mi,Speaker,41962,41807,2.4,18039
High Resolution Monitor,JBL,Camera,15423,11457,2.6,18139
Smartphone with AMOLED Display,HP,Tablet,25916,22993,3.9,6227
Android Tablet,Samsung,Monitor,11482,8086,3,11424
Smartphone with AMOLED Display,Mi,Monitor,62313,59115,4.8,9643
Android Tablet,Dell,Speaker,31631,28433,1.2,10310
Noise Cancelling Earbuds,Mi,Smartwatch,46398,44883,3,18951
Gaming Laptop,Boat,Tablet,26428,23791,3.3,15233
Android Tablet,HP,Headphones,31856,31562,4.7,13200
High Resolution Monitor,JBL,Tablet,22176,19501,1.2,19507
Android Tablet,Boat,Smartwatch,9249,5350,3.3,10532
4K Action Camera,Mi,Tablet,52262,50807,4.4,9680
Noise Cancelling Earbuds,Boat,Speaker,71506,70475,2,10619
High Resolution Monitor,Sony,Smartwatch,24399,20541,4.5,7150
Portable Bluetooth Speaker,HP,Camera,13016,12825,1.1,1766
High Resolution Monitor,OnePlus,Laptop,52911,51969,3.9,3549
4K Action Camera,Samsung,Smartwatch,39185,36736,4.7,18693
Gaming Laptop,Mi,Tablet,53444,48754,3.6,9634
Noise Cancelling Earbuds,HP,Camera,65520,62510,2.8,1976
Portable Bluetooth Speaker,OnePlus,Laptop,8137,5888,1.2,15560
4K Action Camera,OnePlus,Monitor,49655,48136,4.7,12165
4K Action Camera,LG,Headphones,47599,44849,2.9,2490
Wireless Bluetooth Headphones,Boat,Speaker,19459,16404,1.1,11995
Noise Cancelling Earbuds,OnePlus,Tablet,51312,46404,3.8,12019
High Resolution Monitor,Sony,Tablet,59605,56181,2.9,7425
Smartphone with AMOLED Display,HP,Monitor,17406,12637,1.5,12857
Gaming Laptop,Apple,Headphones,58423,57718,1.9,8689
Smartphone with AMOLED Display,Apple,Monitor,9020,6202,1.3,3976
High Resolution Monitor,Mi,Smartphone,37961,37869,3.3,14205
High Resolution Monitor,Dell,Monitor,21420,19059,3.5,704
Noise Cancelling Earbuds,Boat,Camera,20090,18380,3,5452
High Resolution Monitor,Dell,Laptop,58955,54214,4.3,12849
Wireless Bluetooth Headphones,OnePlus,Tablet,59943,57669,4.4,6094
Portable Bluetooth Speaker,HP,Monitor,47674,45514,3.5,3681
High Resolution Monitor,Mi,Tablet,43207,42200,1.1,18300
Smartphone with AMOLED Display,JBL,Smartwatch,50371,49761,3.8,9566
High Resolution Monitor,OnePlus,Headphones,35112,33732,2.7,7501
Wireless Bluetooth Headphones,Boat,Monitor,49870,48508,3.3,1845
Android Tablet,Apple,Laptop,51201,49330,3.6,6413
Android Tablet,LG,Camera,60486,57434,2.4,7990
4K Action Camera,HP,Smartphone,50551,47098,4.7,9628
Gaming Laptop,Samsung,Tablet,65471,60476,1.5,13230
Laptop with SSD Storage,Dell,Headphones,36460,33759,3.7,19474
Portable Bluetooth Speaker,Mi,Speaker,19456,17592,1,17754
Smart Fitness Watch,Dell,Laptop,76508,74717,4.7,18312
4K Action Camera,HP,Speaker,72620,67869,1.5,1636
Gaming Laptop,Dell,Laptop,18229,14371,1.4,18227
Android Tablet,HP,Laptop,66906,63979,2.3,14707
Smartphone with AMOLED Display,Dell,Camera,62859,59539,2.5,17215
Smart Fitness Watch,Sony,Camera,54505,50372,1.9,5538
Gaming Laptop,JBL,Camera,68775,67980,3.3,10317
Gaming Laptop,OnePlus,Monitor,64641,64034,2.8,12454
4K Action Camera,OnePlus,Smartwatch,43163,39812,1.1,15449
Smart Fitness Watch,Boat,Laptop,65739,64748,2.3,8455
Noise Cancelling Earbuds,Samsung,Headphones,7494,3421,4.2,15059
Laptop with SSD Storage,Samsung,Speaker,71687,69341,3.8,15630
Noise Cancelling Earbuds,Boat,Camera,66514,65525,3.9,1286
Smart Fitness Watch,LG,Monitor,30077,28417,3.8,1529
Noise Cancelling Earbuds,OnePlus,Camera,26483,24708,2.2,10000
Wireless Bluetooth Headphones,LG,Speaker,27745,26711,1.4,6655
Android Tablet,HP,Speaker,67338,65701,2.1,1877
Wireless Bluetooth Headphones,HP,Tablet,16498,12427,4.3,9941
High Resolution Monitor,Apple,Laptop,21711,20325,4.9,18862
Noise Cancelling Earbuds,Dell,Camera,50877,47690,3,13055
High Resolution Monitor,Samsung,Speaker,16167,15456,1,16484
Smartphone with AMOLED Display,Apple,Smartwatch,62801,62719,1.6,3087
Portable Bluetooth Speaker,JBL,Smartwatch,14566,11102,2.3,5828
Smartphone with AMOLED Display,Boat,Camera,39722,38516,3.3,18675
Smart Fitness Watch,Boat,Monitor,35508,32332,1.3,17077
Gaming Laptop,HP,Speaker,31513,31403,4.8,5406
Android Tablet,OnePlus,Tablet,7667,3689,2.5,11432
Noise Cancelling Earbuds,LG,Laptop,79326,77733,4.7,3491
4K Action Camera,Samsung,Laptop,35662,35341,4.1,13358
Portable Bluetooth Speaker,Apple,Monitor,51888,47762,4,13354
Laptop with SSD Storage,LG,Tablet,38585,35147,3.4,3392
Laptop with SSD Storage,Apple,Laptop,75055,72253,3.5,2268
Laptop with SSD Storage,Dell,Tablet,72146,69387,3.6,5632
Noise Cancelling Earbuds,JBL,Smartphone,36607,35403,3.5,3783
Laptop with SSD Storage,JBL,Camera,20167,15712,3.2,14479
Wireless Bluetooth Headphones,LG,Laptop,56823,52920,4.9,15387
Portable Bluetooth Speaker,LG,Smartwatch,6678,4883,3.9,5969
Wireless Bluetooth Headphones,LG,Speaker,77258,73776,4.1,8981
Gaming Laptop,Apple,Tablet,28226,27839,4.5,8850
Portable Bluetooth Speaker,Dell,Tablet,13480,13421,1.9,15172
Wireless Bluetooth Headphones,Sony,Headphones,37231,33037,1.3,17402
Portable Bluetooth Speaker,LG,Monitor,24314,23534,2.9,18337
Gaming Laptop,OnePlus,Headphones,58802,53862,3.1,3657
High Resolution Monitor,Samsung,Laptop,5770,4072,4.3,18680
Noise Cancelling Earbuds,Samsung,Headphones,15253,10975,2.8,17158
Noise Cancelling Earbuds,Apple,Headphones,38807,35103,3.3,19195
Laptop with SSD Storage,LG,Smartphone,6823,4643,3.1,9572
Smartphone with AMOLED Display,HP,Tablet,57490,52969,1.2,3182
Laptop with SSD Storage,Boat,Smartwatch,48061,45615,3.5,12979
Smart Fitness Watch,Sony,Monitor,31469,27053,4.3,7867
Wireless Bluetooth Headphones,OnePlus,Smartwatch,45941,44385,1.6,15155
Portable Bluetooth Speaker,Dell,Smartphone,23290,21082,3.4,13006
Smartphone with AMOLED Display,HP,Smartphone,29961,26995,3.4,4329
Gaming Laptop,JBL,Headphones,13719,9498,1.7,3097
Smart Fitness Watch,HP,Camera,14757,11478,1.5,1404
Gaming Laptop,Apple,Tablet,67900,64247,4.9,5101
Noise Cancelling Earbuds,Sony,Speaker,76402,74686,2.6,1369
Noise Cancelling Earbuds,Mi,Tablet,33385,28911,1.9,6665
Laptop with SSD Storage,Mi,Speaker,50954,46768,1.7,18448
Wireless Bluetooth Headphones,LG,Headphones,6430,3411,3.7,2765
Smartphone with AMOLED Display,LG,Speaker,2342,1639.4,3.4,19201
Android Tablet,Apple,Smartphone,70434,68058,3.6,716
Smart Fitness Watch,Dell,Smartwatch,43282,40422,1.4,13850
Smart Fitness Watch,LG,Speaker,65485,62919,4.6,1711
Laptop with SSD Storage,Boat,Tablet,33777,30256,2.6,6261
Noise Cancelling Earbuds,Sony,Monitor,53009,52947,2.3,16392
Laptop with SSD Storage,Apple,Headphones,29016,25996,2.8,6086
Portable Bluetooth Speaker,Samsung,Camera,78437,74766,2.6,14362
Smartphone with AMOLED Display,JBL,Headphones,36318,32585,4.5,11223
Wireless Bluetooth Headphones,Apple,Laptop,8361,4838,4.7,16220
High Resolution Monitor,Apple,Headphones,8909,5737,2.2,13392
4K Action Camera,Mi,Smartphone,35671,32157,4.5,2246
4K Action Camera,OnePlus,Smartwatch,21105,20403,4.1,2822
Laptop with SSD Storage,Dell,Smartwatch,8157,7487,4.7,17234
Portable Bluetooth Speaker,OnePlus,Monitor,11920,8080,2,17491
Smartphone with AMOLED Display,Boat,Speaker,8477,6782,3.3,16683
Android Tablet,Samsung,Smartphone,30411,28118,2.1,9669
4K Action Camera,Mi,Laptop,12126,7564,4.3,1082
Smartphone with AMOLED Display,Samsung,Smartphone,14190,9381,1,11148
Wireless Bluetooth Headphones,Boat,Headphones,58331,54790,3.3,8167
Gaming Laptop,OnePlus,Smartphone,75320,71559,2.4,9557
Portable Bluetooth Speaker,Apple,Smartphone,5795,2057,2.3,19184
Noise Cancelling Earbuds,LG,Monitor,28781,27352,3.6,11728
Smartphone with AMOLED Display,LG,Laptop,11567,7274,4.4,3951
Wireless Bluetooth Headphones,HP,Headphones,7043,4948,3.4,14677
Android Tablet,JBL,Camera,55100,52002,4.4,15969
High Resolution Monitor,Dell,Monitor,49073,47635,2.1,8967
Noise Cancelling Earbuds,Boat,Camera,57342,56891,3.1,6768
High Resolution Monitor,JBL,Monitor,49776,47073,2.8,17836
Android Tablet,Dell,Smartwatch,28852,24478,1,18065
Wireless Bluetooth Headphones,JBL,Tablet,65542,61569,3.2,14039
4K Action Camera,OnePlus,Monitor,46072,45755,3.6,2303
High Resolution Monitor,Dell,Speaker,44030,39759,3.4,15163
Noise Cancelling Earbuds,OnePlus,Smartphone,29248,27473,3.9,7157
Laptop with SSD Storage,Apple,Smartwatch,76611,75449,3.3,18235
Smart Fitness Watch,Mi,Laptop,69393,66668,1.3,18281
Smartphone with AMOLED Display,OnePlus,Camera,69423,64589,1.5,16129
4K Action Camera,LG,Tablet,16835,15505,3.4,9519
High Resolution Monitor,JBL,Tablet,66790,65508,2.1,244
Gaming Laptop,HP,Monitor,46862,42436,1.3,8948
Smartphone with AMOLED Display,Sony,Smartphone,58835,54247,2.7,9015
Laptop with SSD Storage,Dell,Laptop,41569,39656,3.2,11019
Android Tablet,Boat,Speaker,42762,37780,2.3,2779
Smart Fitness Watch,HP,Laptop,3427,2398.9,3.9,18230
Wireless Bluetooth Headphones,LG,Smartphone,23447,22781,3.6,13723
Laptop with SSD Storage,OnePlus,Speaker,45828,45632,2.3,12803
Laptop with SSD Storage,Mi,Laptop,77395,72729,4,16857
Android Tablet,Apple,Speaker,69231,64456,3.6,13698
Portable Bluetooth Speaker,Sony,Monitor,66681,62954,3.5,1792
Android Tablet,Samsung,Monitor,64049,63711,3.2,15376
Portable Bluetooth Speaker,HP,Smartphone,38972,37513,1,18118
Portable Bluetooth Speaker,Mi,Smartphone,14031,13968,3.8,13117
4K Action Camera,Samsung,Speaker,54812,54506,2.5,7215
4K Action Camera,Sony,Headphones,51324,49553,4.8,5188
Noise Cancelling Earbuds,Boat,Smartwatch,4132,2659,4.3,16018
High Resolution Monitor,Boat,Tablet,32632,29592,3.4,14701
High Resolution Monitor,JBL,Laptop,12767,11522,2,5281
Wireless Bluetooth Headphones,Sony,Laptop,41325,36716,1.8,944
High Resolution Monitor,Sony,Headphones,13407,8992,2.4,1511
4K Action Camera,Samsung,Headphones,78294,77000,2.9,12718
Noise Cancelling Earbuds,Mi,Headphones,43781,40508,2.2,17242
Noise Cancelling Earbuds,Dell,Camera,2881,2016.7,3.1,19944
Portable Bluetooth Speaker,Samsung,Camera,75418,71201,1.7,8369
Android Tablet,Apple,Speaker,51938,47919,4.9,12120
Wireless Bluetooth Headphones,Boat,Camera,8718,7362,1.4,13721
Portable Bluetooth Speaker,Boat,Monitor,29413,27242,4.7,2615
Android Tablet,JBL,Monitor,63344,60892,4.7,17997
High Resolution Monitor,Apple,Smartphone,61330,60784,3.1,15629
Portable Bluetooth Speaker,Boat,Tablet,12114,8665,3.9,2840
Smartphone with AMOLED Display,Samsung,Speaker,10324,6668,2.7,14051
High Resolution Monitor,Apple,Tablet,63588,62629,3.5,1774
Android Tablet,Samsung,Laptop,58136,57714,2.4,13262
Wireless Bluetooth Headphones,Dell,Smartwatch,7735,3228,2.2,3871
Android Tablet,Dell,Smartphone,67384,65990,3.3,8273
Portable Bluetooth Speaker,Boat,Laptop,70901,70528,3,17229
Portable Bluetooth Speaker,Boat,Laptop,3707,1226,3.3,9408
Laptop with SSD Storage,Mi,Speaker,33240,28520,2.1,3260
Wireless Bluetooth Headphones,Dell,Headphones,5966,1085,2.5,3145
Gaming Laptop,HP,Headphones,37422,34588,1.3,7802
High Resolution Monitor,HP,Tablet,25392,22949,1.2,2263
Noise Cancelling Earbuds,JBL,Smartphone,75945,71975,2,8155
Wireless Bluetooth Headphones,Dell,Headphones,26805,25540,1.3,922
Noise Cancelling Earbuds,Samsung,Laptop,37013,35268,1.4,6695
Wireless Bluetooth Headphones,Samsung,Headphones,54687,52730,4.3,5758
Wireless Bluetooth Headphones,LG,Camera,43469,38605,1.2,12576
Android Tablet,Apple,Headphones,73582,72752,3.6,19014
Wireless Bluetooth Headphones,OnePlus,Laptop,77811,76742,2.1,7816
Laptop with SSD Storage,HP,Tablet,52042,48727,4.5,7556
Gaming Laptop,Boat,Speaker,40822,39369,2.9,16225
Portable Bluetooth Speaker,JBL,Smartphone,4180,2704,2.2,5930
Smart Fitness Watch,OnePlus,Smartwatch,43754,43041,3.1,11633
Noise Cancelling Earbuds,Sony,Headphones,56011,53314,2.5,3512
Portable Bluetooth Speaker,JBL,Monitor,43839,43779,3.3,6066
Smart Fitness Watch,Sony,Monitor,68621,67533,1.5,13207
Gaming Laptop,Dell,Tablet,15099,12224,5,14322
Gaming Laptop,Sony,Laptop,60402,57349,2.7,2060
Noise Cancelling Earbuds,Sony,Smartwatch,51026,46296,2.4,14013
Noise Cancelling Earbuds,Mi,Smartwatch,49084,47959,3.8,19418
Gaming Laptop,Mi,Camera,43633,40495,2.5,2387
Smart Fitness Watch,Mi,Smartwatch,41128,39289,4.3,8031
Wireless Bluetooth Headphones,Dell,Monitor,69826,66740,2.8,1799
High Resolution Monitor,OnePlus,Speaker,54662,49774,3.9,2780
Smartphone with AMOLED Display,JBL,Laptop,54297,50594,1.4,1127
Portable Bluetooth Speaker,JBL,Laptop,50641,47416,4.4,7365
Android Tablet,Boat,Headphones,19373,15024,3.9,14635
Portable Bluetooth Speaker,Mi,Headphones,14849,13723,1.8,7611
Android Tablet,Dell,Headphones,57220,56197,1.6,12646
Smart Fitness Watch,Boat,Monitor,75815,73900,2.3,7535
Android Tablet,Apple,Monitor,20616,17441,4.9,14504
Noise Cancelling Earbuds,Boat,Tablet,26483,25134,2,9364
High Resolution Monitor,OnePlus,Monitor,24924,21468,2.8,2808
High Resolution Monitor,HP,Monitor,62815,61607,1.1,13055
Noise Cancelling Earbuds,Sony,Monitor,47005,43826,2.6,4297
Laptop with SSD Storage,Mi,Monitor,27056,26902,3.3,11209
Smart Fitness Watch,HP,Speaker,60690,57073,4.8,448
Laptop with SSD Storage,Boat,Monitor,68669,64271,3.1,5008
Laptop with SSD Storage,Dell,Tablet,71121,66681,4.3,17177
Portable Bluetooth Speaker,Sony,Smartwatch,9889,8658,3.2,16820
Gaming Laptop,JBL,Smartwatch,14416,9722,1.2,6012
Portable Bluetooth Speaker,Samsung,Camera,73481,70293,2.3,1620
Gaming Laptop,Sony,Speaker,45086,40642,3.3,13584
Smartphone with AMOLED Display,OnePlus,Headphones,76725,73141,4.8,948
Android Tablet,OnePlus,Smartphone,30586,26340,4.4,9319
Gaming Laptop,Boat,Monitor,16294,13117,1.9,16575
Noise Cancelling Earbuds,Apple,Camera,26939,25115,1.9,12204
Portable Bluetooth Speaker,OnePlus,Smartphone,17505,13641,1.8,11952
Smart Fitness Watch,OnePlus,Tablet,56977,56836,4.7,17787
Android Tablet,Dell,Smartwatch,33230,32734,4.4,18374
Smartphone with AMOLED Display,Boat,Camera,73613,73455,4.1,1104
Gaming Laptop,Sony,Tablet,18616,14154,2.6,548
Smartphone with AMOLED Display,Apple,Camera,27604,24315,3,11640
Smart Fitness Watch,HP,Laptop,13703,9600,2.9,7903
Laptop with SSD Storage,Samsung,Tablet,73795,69208,2,18168
